Fiscal Year,Cabinet,Department,Program,Expense Type,Expense Category,Recommended Amount,Approved Amount,Account Name,Fund,Fund Type,Program Number,Account Number
2015,"Finance, Budget & Administration",Budget Management,Revenue Monitoring,Contractual Services,Communications,$1500.00,$1500.00,Communications, General Fund , Tax Supported Funds ,141300,52100
2015,"Finance, Budget & Administration",Budget Management,Revenue Monitoring,Contractual Services,Transportation of Persons,$150.00,$150.00,Transportation of Persons, General Fund , Tax Supported Funds ,141300,52800
2015,"Finance, Budget & Administration",Budget Management,Improving Management Project,Contractual Services,Communications,$1500.00,$1500.00,Communications, General Fund , Tax Supported Funds ,141400,52100
2015,"Finance, Budget & Administration",Registry Division,Administration,Contractual Services,Contracted Services,$5516.00,$5516.00,Contracted Services, General Fund , Tax Supported Funds ,163100,52900
2015,"Finance, Budget & Administration",Budget Management,Capital Budgeting,Contractual Services,Communications,$2000.00,$2000.00,Communications, General Fund , Tax Supported Funds ,141500,52100
2015,"Finance, Budget & Administration",Budget Management,Capital Budgeting,Contractual Services,Transportation of Persons,$450.00,$450.00,Transportation of Persons, General Fund , Tax Supported Funds ,141500,52800
2015,"Finance, Budget & Administration",Budget Management,Risk Management,Contractual Services,Communications,$1000.00,$1000.00,Communications, General Fund , Tax Supported Funds ,141600,52100
2015,"Finance, Budget & Administration",Budget Management,Risk Management,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,141600,52800
2015,"Finance, Budget & Administration",Budget Management,Risk Management,Contractual Services,Contracted Services,$770.00,$770.00,Contracted Services, General Fund , Tax Supported Funds ,141600,52900
2015,"Finance, Budget & Administration",Purchasing Division,Purchasing Administration,Contractual Services,Communications,$2478.00,$2478.00,Communications, General Fund , Tax Supported Funds ,143100,52100
2015,"Finance, Budget & Administration",Purchasing Division,Purchasing Administration,Contractual Services,Repairs & Service To Equipment,$1800.00,$1800.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,143100,52700
2015,"Finance, Budget & Administration",Purchasing Division,Purchasing Administration,Contractual Services,Transportation of Persons,$450.00,$450.00,Transportation of Persons, General Fund , Tax Supported Funds ,143100,52800
2015,"Finance, Budget & Administration",Purchasing Division,Procurement,Contractual Services,Communications,$8500.00,$8500.00,Communications, General Fund , Tax Supported Funds ,143200,52100
2015,"Finance, Budget & Administration",Purchasing Division,Procurement,Contractual Services,Repairs & Service To Equipment,$0.00,$0.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,143200,52700
2015,"Finance, Budget & Administration",Purchasing Division,Procurement,Contractual Services,Transportation of Persons,$2400.00,$2400.00,Transportation of Persons, General Fund , Tax Supported Funds ,143200,52800
2015,"Finance, Budget & Administration",Purchasing Division,Procurement,Contractual Services,Contracted Services,$6050.00,$6050.00,Contracted Services, General Fund , Tax Supported Funds ,143200,52900
2015,"Finance, Budget & Administration",Purchasing Division,Central Services,Contractual Services,Communications,$8500.00,$8500.00,Communications, General Fund , Tax Supported Funds ,143300,52100
2015,"Finance, Budget & Administration",Registry Division,Depositions,Contractual Services,Repairs & Service To Equipment,$0.00,$0.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,163300,52700
2015,"Finance, Budget & Administration",Purchasing Division,Central Services,Contractual Services,Repairs & Service To Equipment,$19500.00,$19500.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,143300,52700
2015,"Finance, Budget & Administration",Purchasing Division,Central Services,Contractual Services,Transportation of Persons,$900.00,$900.00,Transportation of Persons, General Fund , Tax Supported Funds ,143300,52800
2015,"Finance, Budget & Administration",Purchasing Division,Central Services,Contractual Services,Contracted Services,$1300.00,$1300.00,Contracted Services, General Fund , Tax Supported Funds ,143300,52900
2015,"Finance, Budget & Administration",Registry Division,Depositions,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,163300,52900
2015,"Finance, Budget & Administration",Office of Finance & Budget,Finance and Budget,Contractual Services,Repairs & Service To Equipment,$500.00,$500.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,144100,52700
2015,"Finance, Budget & Administration",Registry Division,Vital Statistics,Contractual Services,Communications,$1332.00,$1332.00,Communications, General Fund , Tax Supported Funds ,163200,52100
2015,"Finance, Budget & Administration",Registry Division,Vital Statistics,Contractual Services,Repairs & Service To Equipment,$1000.00,$1000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,163200,52700
2015,"Finance, Budget & Administration",Registry Division,Vital Statistics,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,163200,52800
2015,"Finance, Budget & Administration",Registry Division,Vital Statistics,Contractual Services,Contracted Services,$26000.00,$26000.00,Contracted Services, General Fund , Tax Supported Funds ,163200,52900
2015,"Finance, Budget & Administration",Office of Finance & Budget,Finance and Budget,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,144100,52800
2015,"Finance, Budget & Administration",Registry Division,Administration,Contractual Services,Communications,$1332.00,$1332.00,Communications, General Fund , Tax Supported Funds ,163100,52100
2015,"Finance, Budget & Administration",Registry Division,Administration,Contractual Services,Repairs Buildings & Structures,$0.00,$0.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,163100,52600
2015,"Finance, Budget & Administration",Office of Finance & Budget,Finance and Budget,Contractual Services,Contracted Services,$157000.00,$157000.00,Contracted Services, General Fund , Tax Supported Funds ,144100,52900
2015,Health & Human Services,Boston Center for Youth & Families,Sports & Recreation,Contractual Services,Repairs Buildings & Structures,$0.00,$0.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,385200,52600
2015,Health & Human Services,Boston Center for Youth & Families,Sports & Recreation,Contractual Services,Repairs & Service To Equipment,$40000.00,$40000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,385200,52700
2015,Health & Human Services,Boston Center for Youth & Families,Sports & Recreation,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,385200,52800
2015,Health & Human Services,Boston Center for Youth & Families,Sports & Recreation,Contractual Services,Contracted Services,$16046.00,$16046.00,Contracted Services, General Fund , Tax Supported Funds ,385200,52900
2015,Health & Human Services,Boston Center for Youth & Families,Youth & Family Services,Contractual Services,Repairs Buildings & Structures,$100000.00,$100000.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,385300,52600
2015,Health & Human Services,Boston Center for Youth & Families,Youth & Family Services,Contractual Services,Repairs & Service To Equipment,$12000.00,$12000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,385300,52700
2015,Health & Human Services,Boston Center for Youth & Families,Youth & Family Services,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,385300,52800
2015,Health & Human Services,Boston Center for Youth & Families,Youth & Family Services,Contractual Services,Contracted Services,$10500.00,$10500.00,Contracted Services, General Fund , Tax Supported Funds ,385300,52900
2015,Health & Human Services,Office of New Bostonians,New Bostonians,Contractual Services,Communications,$3120.00,$3120.00,Communications, General Fund , Tax Supported Funds ,113100,52100
2015,Health & Human Services,Office of New Bostonians,New Bostonians,Contractual Services,Repairs & Service To Equipment,$600.00,$600.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,113100,52700
2015,Health & Human Services,Boston Center for Youth & Families,Child Care & Out-of-School,Contractual Services,Repairs & Service To Equipment,$0.00,$0.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,385400,52700
2015,Health & Human Services,Boston Center for Youth & Families,Child Care & Out-of-School,Contractual Services,Transportation of Persons,$251440.00,$251440.00,Transportation of Persons, General Fund , Tax Supported Funds ,385400,52800
2015,Health & Human Services,Boston Center for Youth & Families,Child Care & Out-of-School,Contractual Services,Contracted Services,$1002702.00,$1002702.00,Contracted Services, General Fund , Tax Supported Funds ,385400,52900
2015,Health & Human Services,Office of New Bostonians,New Bostonians,Contractual Services,Transportation of Persons,$900.00,$900.00,Transportation of Persons, General Fund , Tax Supported Funds ,113100,52800
2015,Health & Human Services,Office of New Bostonians,New Bostonians,Contractual Services,Contracted Services,$6750.00,$6750.00,Contracted Services, General Fund , Tax Supported Funds ,113100,52900
2015,Health & Human Services,Elderly Commission,Elderly Administration,Contractual Services,Communications,$16865.00,$16865.00,Communications, General Fund , Tax Supported Funds ,387100,52100
2015,Health & Human Services,Elderly Commission,Elderly Administration,Contractual Services,Repairs & Service To Equipment,$1800.00,$1800.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,387100,52700
2015,Health & Human Services,Elderly Commission,Elderly Administration,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,387100,52800
2015,Health & Human Services,Elderly Commission,Elderly Administration,Contractual Services,Contracted Services,$9500.00,$9500.00,Contracted Services, General Fund , Tax Supported Funds ,387100,52900
2015,Health & Human Services,Elderly Commission,Community Relations,Contractual Services,Transportation of Persons,$24000.00,$24000.00,Transportation of Persons, General Fund , Tax Supported Funds ,387200,52800
2015,Health & Human Services,Elderly Commission,Community Relations,Contractual Services,Contracted Services,$20000.00,$20000.00,Contracted Services, General Fund , Tax Supported Funds ,387200,52900
2015,Health & Human Services,Elderly Commission,Elderly Transportation,Contractual Services,Communications,$17041.00,$17041.00,Communications, General Fund , Tax Supported Funds ,387300,52100
2015,Health & Human Services,Elderly Commission,Elderly Transportation,Contractual Services,Repairs & Service To Equipment,$55200.00,$55200.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,387300,52700
2015,Health & Human Services,Elderly Commission,Elderly Transportation,Contractual Services,Transportation of Persons,$10800.00,$10800.00,Transportation of Persons, General Fund , Tax Supported Funds ,387300,52800
2015,Health & Human Services,Elderly Commission,Elderly Transportation,Contractual Services,Contracted Services,$19500.00,$19500.00,Contracted Services, General Fund , Tax Supported Funds ,387300,52900
2015,Health & Human Services,Boston Center for Youth & Families,Administrative Services,Contractual Services,Communications,$292300.00,$292300.00,Communications, General Fund , Tax Supported Funds ,385100,52100
2015,Health & Human Services,Boston Center for Youth & Families,Administrative Services,Contractual Services,Utilities,$1578458.96,$1578458.96,Utilities, General Fund , Tax Supported Funds ,385100,52200
2015,Health & Human Services,Elderly Commission,Program Services,Contractual Services,Transportation of Persons,$8900.00,$8900.00,Transportation of Persons, General Fund , Tax Supported Funds ,387400,52800
2015,Health & Human Services,Elderly Commission,Program Services,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,387400,52900
2015,Health & Human Services,Boston Center for Youth & Families,Administrative Services,Contractual Services,Garbage/Waste Removal,$3600.00,$3600.00,Garbage/Waste Removal, General Fund , Tax Supported Funds ,385100,52500
2015,Health & Human Services,Boston Center for Youth & Families,Administrative Services,Contractual Services,Repairs & Service To Equipment,$38000.08,$38000.08,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,385100,52700
2015,Health & Human Services,Boston Center for Youth & Families,Administrative Services,Contractual Services,Transportation of Persons,$5100.00,$5100.00,Transportation of Persons, General Fund , Tax Supported Funds ,385100,52800
2015,Health & Human Services,Boston Center for Youth & Families,Administrative Services,Contractual Services,Contracted Services,$71500.00,$71500.00,Contracted Services, General Fund , Tax Supported Funds ,385100,52900
2015,Health & Human Services,Fair Housing & Equity,Fair Housing Commission,Contractual Services,Communications,$5800.00,$5800.00,Communications, General Fund , Tax Supported Funds ,403100,52100
2015,Health & Human Services,Fair Housing & Equity,Fair Housing Commission,Contractual Services,Repairs & Service To Equipment,$1000.00,$1000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,403100,52700
2015,Health & Human Services,Fair Housing & Equity,Fair Housing Commission,Contractual Services,Transportation of Persons,$300.00,$300.00,Transportation of Persons, General Fund , Tax Supported Funds ,403100,52800
2015,Health & Human Services,Fair Housing & Equity,Fair Housing Commission,Contractual Services,Contracted Services,$5000.00,$5000.00,Contracted Services, General Fund , Tax Supported Funds ,403100,52900
2015,Health & Human Services,Fair Housing & Equity,Human Rights Commission,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,403200,52100
2015,Health & Human Services,Fair Housing & Equity,Human Rights Commission,Contractual Services,Transportation of Persons,$2000.00,$2000.00,Transportation of Persons, General Fund , Tax Supported Funds ,403200,52800
2015,Health & Human Services,Commission For Persons W/Disabilities,Disabilities,Contractual Services,Communications,$4999.99,$4999.99,Communications, General Fund , Tax Supported Funds ,404100,52100
2015,Health & Human Services,Commission For Persons W/Disabilities,Disabilities,Contractual Services,Repairs Buildings & Structures,$0.00,$0.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,404100,52600
2015,Health & Human Services,Commission For Persons W/Disabilities,Disabilities,Contractual Services,Repairs & Service To Equipment,$500.04,$500.04,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,404100,52700
2015,Health & Human Services,Commission For Persons W/Disabilities,Disabilities,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,404100,52800
2015,Health & Human Services,Commission For Persons W/Disabilities,Disabilities,Contractual Services,Contracted Services,$13100.00,$13100.00,Contracted Services, General Fund , Tax Supported Funds ,404100,52900
2015,Health & Human Services,Women's Advancement,Women's Commission Program,Contractual Services,Communications,$1044.00,$1044.00,Communications, General Fund , Tax Supported Funds ,417100,52100
2015,Health & Human Services,Women's Advancement,Women's Commission Program,Contractual Services,Repairs & Service To Equipment,$550.00,$550.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,417100,52700
2015,Health & Human Services,Women's Advancement,Women's Commission Program,Contractual Services,Transportation of Persons,$500.00,$500.00,Transportation of Persons, General Fund , Tax Supported Funds ,417100,52800
2015,Health & Human Services,Women's Advancement,Women's Commission Program,Contractual Services,Contracted Services,$575.00,$575.00,Contracted Services, General Fund , Tax Supported Funds ,417100,52900
2015,Health & Human Services,Youth Engagement & Employment,Youth Fund Program,Contractual Services,Communications,$6580.00,$6580.00,Communications, General Fund , Tax Supported Funds ,448100,52100
2015,Health & Human Services,Youth Engagement & Employment,Youth Fund Program,Contractual Services,Contracted Services,$7500.00,$7500.00,Contracted Services, General Fund , Tax Supported Funds ,448100,52900
2015,Health & Human Services,Veterans' Services Department,Veterans' Services,Contractual Services,Communications,$8232.00,$8232.00,Communications, General Fund , Tax Supported Funds ,741100,52100
2015,Health & Human Services,Veterans' Services Department,Veterans' Services,Contractual Services,Repairs & Service To Equipment,$2820.00,$2820.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,741100,52700
2015,Health & Human Services,Veterans' Services Department,Veterans' Services,Contractual Services,Transportation of Persons,$4300.00,$4300.00,Transportation of Persons, General Fund , Tax Supported Funds ,741100,52800
2015,Health & Human Services,Veterans' Services Department,Veterans' Services,Contractual Services,Contracted Services,$86762.00,$86762.00,Contracted Services, General Fund , Tax Supported Funds ,741100,52900
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Communications,$56500.00,$56500.00,Communications, General Fund , Tax Supported Funds ,188100,52100
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Utilities,$80298.78,$80298.78,Utilities, General Fund , Tax Supported Funds ,188100,52200
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Garbage/Waste Removal,$1250.00,$1250.00,Garbage/Waste Removal, General Fund , Tax Supported Funds ,188100,52500
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Repairs Buildings & Structures,$7202.00,$7202.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,188100,52600
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Repairs & Service To Equipment,$15650.00,$15650.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,188100,52700
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Transportation of Persons,$1400.00,$1400.00,Transportation of Persons, General Fund , Tax Supported Funds ,188100,52800
2015,Housing & Neighborhood Development,Neighborhood Development,Neighborhood Development Administration,Contractual Services,Contracted Services,$107313.00,$107313.00,Contracted Services, General Fund , Tax Supported Funds ,188100,52900
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,188200,52100
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Utilities,$23645.00,$23645.00,Utilities, General Fund , Tax Supported Funds ,188200,52200
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Snow Removal,$45000.00,$45000.00,Snow Removal, General Fund , Tax Supported Funds ,188200,52400
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Garbage/Waste Removal,$8800.00,$8800.00,Garbage/Waste Removal, General Fund , Tax Supported Funds ,188200,52500
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Repairs Buildings & Structures,$195320.00,$195320.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,188200,52600
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Transportation of Persons,$900.00,$900.00,Transportation of Persons, General Fund , Tax Supported Funds ,188200,52800
2015,Housing & Neighborhood Development,Neighborhood Development,Real Estate Management & Sales,Contractual Services,Contracted Services,$496309.00,$496309.00,Contracted Services, General Fund , Tax Supported Funds ,188200,52900
2015,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,188300,52100
2015,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Repairs & Service To Equipment,$0.00,$0.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,188300,52700
2015,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Transportation of Persons,$1416.00,$1416.00,Transportation of Persons, General Fund , Tax Supported Funds ,188300,52800
2015,Housing & Neighborhood Development,Neighborhood Development,Housing Development,Contractual Services,Contracted Services,$10000.00,$10000.00,Contracted Services, General Fund , Tax Supported Funds ,188300,52900
2015,Housing & Neighborhood Development,Neighborhood Development,Business Services,Contractual Services,Repairs & Service To Equipment,$11500.00,$11500.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,188500,52700
2015,Housing & Neighborhood Development,Neighborhood Development,Business Services,Contractual Services,Transportation of Persons,$3471.00,$3471.00,Transportation of Persons, General Fund , Tax Supported Funds ,188500,52800
2015,Housing & Neighborhood Development,Neighborhood Development,Business Services,Contractual Services,Contracted Services,$435000.00,$435000.00,Contracted Services, General Fund , Tax Supported Funds ,188500,52900
2015,Housing & Neighborhood Development,Leading the Way,Housing Production and Access,Contractual Services,Contracted Services,$2500000.00,$2500000.00,Contracted Services, General Fund , Tax Supported Funds ,189200,52900
2015,Housing & Neighborhood Development,Leading the Way,Housing & Neighborhood Preservation,Contractual Services,Contracted Services,$3000000.00,$3000000.00,Contracted Services, General Fund , Tax Supported Funds ,189300,52900
2015,Information & Technology,Department of Innovation and Technology,"Policy, Planning and Innovation",Contractual Services,Communications,$285000.00,$285000.00,Communications, General Fund , Tax Supported Funds ,149100,52100
2015,Information & Technology,Department of Innovation and Technology,"Policy, Planning and Innovation",Contractual Services,Repairs & Service To Equipment,$7000.00,$7000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,149100,52700
2015,Information & Technology,Department of Innovation and Technology,"Policy, Planning and Innovation",Contractual Services,Transportation of Persons,$16250.00,$16250.00,Transportation of Persons, General Fund , Tax Supported Funds ,149100,52800
2015,Information & Technology,Department of Innovation and Technology,"Policy, Planning and Innovation",Contractual Services,Contracted Services,$331200.00,$331200.00,Contracted Services, General Fund , Tax Supported Funds ,149100,52900
2015,Information & Technology,Department of Innovation and Technology,Enterprise Applications,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,149200,52100
2015,Information & Technology,Department of Innovation and Technology,Enterprise Applications,Contractual Services,Transportation of Persons,$10000.00,$10000.00,Transportation of Persons, General Fund , Tax Supported Funds ,149200,52800
2015,Information & Technology,Department of Innovation and Technology,Enterprise Applications,Contractual Services,Contracted Services,$2003500.00,$2003500.00,Contracted Services, General Fund , Tax Supported Funds ,149200,52900
2015,Information & Technology,Department of Innovation and Technology,eGovernment,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,149300,52100
2015,Information & Technology,Department of Innovation and Technology,eGovernment,Contractual Services,Repairs & Service To Equipment,$1000.00,$1000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,149300,52700
2015,Information & Technology,Department of Innovation and Technology,eGovernment,Contractual Services,Transportation of Persons,$1500.00,$1500.00,Transportation of Persons, General Fund , Tax Supported Funds ,149300,52800
2015,Information & Technology,Department of Innovation and Technology,eGovernment,Contractual Services,Contracted Services,$86500.00,$86500.00,Contracted Services, General Fund , Tax Supported Funds ,149300,52900
2015,Information & Technology,Department of Innovation and Technology,IT Technical Services,Contractual Services,Communications,$661300.00,$661300.00,Communications, General Fund , Tax Supported Funds ,149400,52100
2015,Information & Technology,Department of Innovation and Technology,IT Technical Services,Contractual Services,Repairs Buildings & Structures,$0.00,$0.00,Repairs Buildings & Structures, General Fund , Tax Supported Funds ,149400,52600
2015,Information & Technology,Department of Innovation and Technology,IT Technical Services,Contractual Services,Repairs & Service To Equipment,$912800.00,$912800.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,149400,52700
2015,Information & Technology,Department of Innovation and Technology,IT Technical Services,Contractual Services,Transportation of Persons,$7500.00,$7500.00,Transportation of Persons, General Fund , Tax Supported Funds ,149400,52800
2015,Information & Technology,Department of Innovation and Technology,IT Technical Services,Contractual Services,Contracted Services,$824500.00,$824500.00,Contracted Services, General Fund , Tax Supported Funds ,149400,52900
2015,Information & Technology,Department of Innovation and Technology,IT Operations and Service Delivery,Contractual Services,Repairs & Service To Equipment,$94200.00,$94200.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,149500,52700
2015,Information & Technology,Department of Innovation and Technology,IT Operations and Service Delivery,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,149500,52800
2015,Information & Technology,Department of Innovation and Technology,IT Operations and Service Delivery,Contractual Services,Contracted Services,$30000.00,$30000.00,Contracted Services, General Fund , Tax Supported Funds ,149500,52900
2015,Mayors Cabinet,Mayor's Office,Mayor's Administration,Contractual Services,Communications,$49000.00,$49000.00,Communications, General Fund , Tax Supported Funds ,111100,52100
2015,Mayors Cabinet,Mayor's Office,Mayor's Administration,Contractual Services,Repairs & Service To Equipment,$8500.00,$8500.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,111100,52700
2015,Mayors Cabinet,Mayor's Office,Mayor's Administration,Contractual Services,Transportation of Persons,$2400.00,$2400.00,Transportation of Persons, General Fund , Tax Supported Funds ,111100,52800
2015,Mayors Cabinet,Mayor's Office,Mayor's Administration,Contractual Services,Contracted Services,$49037.00,$49037.00,Contracted Services, General Fund , Tax Supported Funds ,111100,52900
2015,Mayors Cabinet,Mayor's Office,Mayor's Executive,Contractual Services,Transportation of Persons,$10331.00,$10331.00,Transportation of Persons, General Fund , Tax Supported Funds ,111200,52800
2015,Mayors Cabinet,Mayor's Office,Mayor's Executive,Contractual Services,Contracted Services,$500.00,$500.00,Contracted Services, General Fund , Tax Supported Funds ,111200,52900
2015,Mayors Cabinet,Mayor's Office,Mayor's Policy & Planning,Contractual Services,Contracted Services,$500.00,$500.00,Contracted Services, General Fund , Tax Supported Funds ,111300,52900
2015,Mayors Cabinet,Mayor's Office,New Urban Mechanics,Contractual Services,Communications,$1000.00,$1000.00,Communications, General Fund , Tax Supported Funds ,111400,52100
2015,Mayors Cabinet,Election Department,Election Administration,Contractual Services,Communications,$41100.00,$41100.00,Communications, General Fund , Tax Supported Funds ,121100,52100
2015,Mayors Cabinet,Election Department,Election Administration,Contractual Services,Repairs & Service To Equipment,$16750.00,$16750.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,121100,52700
2015,Mayors Cabinet,Election Department,Election Administration,Contractual Services,Transportation of Persons,$1600.00,$1600.00,Transportation of Persons, General Fund , Tax Supported Funds ,121100,52800
2015,Mayors Cabinet,Election Department,Election Administration,Contractual Services,Contracted Services,$16000.00,$16000.00,Contracted Services, General Fund , Tax Supported Funds ,121100,52900
2015,Mayors Cabinet,Election Department,Voter Registration,Contractual Services,Communications,$5000.00,$5000.00,Communications, General Fund , Tax Supported Funds ,121300,52100
2015,Mayors Cabinet,Election Department,Voter Registration,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,121300,52800
2015,Mayors Cabinet,Election Department,Voter Registration,Contractual Services,Contracted Services,$0.00,$0.00,Contracted Services, General Fund , Tax Supported Funds ,121300,52900
2015,Mayors Cabinet,Election Department,Election Activities,Contractual Services,Communications,$70600.00,$70600.00,Communications, General Fund , Tax Supported Funds ,121400,52100
2015,Mayors Cabinet,Election Department,Election Activities,Contractual Services,Repairs & Service To Equipment,$2000.00,$2000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,121400,52700
2015,Mayors Cabinet,Election Department,Election Activities,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,121400,52800
2015,Mayors Cabinet,Election Department,Election Activities,Contractual Services,Contracted Services,$254100.00,$254100.00,Contracted Services, General Fund , Tax Supported Funds ,121400,52900
2015,Mayors Cabinet,Election Department,Annual Listing,Contractual Services,Transportation of Persons,$0.00,$0.00,Transportation of Persons, General Fund , Tax Supported Funds ,128100,52800
2015,Mayors Cabinet,Election Department,Annual Listing,Contractual Services,Contracted Services,$32000.00,$32000.00,Contracted Services, General Fund , Tax Supported Funds ,128100,52900
2015,Mayors Cabinet,Law Department,Law Operations,Contractual Services,Communications,$25500.00,$25500.00,Communications, General Fund , Tax Supported Funds ,151100,52100
2015,Mayors Cabinet,Law Department,Law Operations,Contractual Services,Repairs & Service To Equipment,$5000.00,$5000.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,151100,52700
2015,Mayors Cabinet,Law Department,Law Operations,Contractual Services,Transportation of Persons,$7800.00,$7800.00,Transportation of Persons, General Fund , Tax Supported Funds ,151100,52800
2015,Mayors Cabinet,Law Department,Law Operations,Contractual Services,Contracted Services,$259634.00,$259634.00,Contracted Services, General Fund , Tax Supported Funds ,151100,52900
2015,Mayors Cabinet,Law Department,Litigation,Contractual Services,Communications,$200.00,$200.00,Communications, General Fund , Tax Supported Funds ,151200,52100
2015,Mayors Cabinet,Law Department,Litigation,Contractual Services,Contracted Services,$1580500.00,$1580500.00,Contracted Services, General Fund , Tax Supported Funds ,151200,52900
2015,Mayors Cabinet,Law Department,Government Services,Contractual Services,Communications,$0.00,$0.00,Communications, General Fund , Tax Supported Funds ,151300,52100
2015,Mayors Cabinet,Law Department,Government Services,Contractual Services,Contracted Services,$95000.00,$95000.00,Contracted Services, General Fund , Tax Supported Funds ,151300,52900
2015,Mayors Cabinet,Public Information,Public Information Communications,Contractual Services,Communications,$11300.00,$11300.00,Communications, General Fund , Tax Supported Funds ,411100,52100
2015,Mayors Cabinet,Public Information,Public Information Communications,Contractual Services,Repairs & Service To Equipment,$8600.00,$8600.00,Repairs & Service To Equipment, General Fund , Tax Supported Funds ,411100,52700
2015,Mayors Cabinet,Public Information,Public Information Communications,Contractual Services,Contracted Services,$1350.00,$1350.00,Contracted Services, General Fund , Tax Supported Funds ,411100,52900
