HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3A4TN5196KI1AYQDS0CNBDND581HCU,A35PVH08VUB3TT,Approved,"Sat Sep 10 13:32:13 PDT 2016","Sat Sep 10 13:37:46 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj170.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_5.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis328.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis328.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj184.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj540.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_165.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis586.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_110.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoJ23.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_454.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj170.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj135.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj259.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis428.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis708.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_5.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj11.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_53.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis831.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj533.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoL06.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_529.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj9.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj292.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj557.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_516.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj292.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost376.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB15_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj441.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost376.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB15_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj441.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj144.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj240.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost83.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj162.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj240.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj536.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis850.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis768.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoI19.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_103.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost217.png","seqOfTimestamps:1473539603142,1473539621221,1473539685059,1473539689667,1473539693562,1473539697606,1473539700474,1473539704198,1473539706938,1473539710574,1473539719501,1473539737221,1473539742133,1473539745769,1473539749789,1473539752924,1473539757808,1473539761832,1473539765476,1473539768872,1473539772964,1473539778720,1473539782723,1473539787803,1473539791927,1473539794715,1473539799659,1473539802543,1473539807583,1473539811091,1473539815487,1473539818418,1473539821222,1473539823866,1473539827582,1473539832134,1473539834602,1473539839262,1473539842378,1473539845118,1473539847986,1473539851657,1473539854113,1473539857265,1473539860373,1473539862789","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj170.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis428.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj11.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis831.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_529.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj557.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost376.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj144.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj162.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis850.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_103.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_454.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_110.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj184.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj135.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis708.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj533.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj9.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_516.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoB15_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj240.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis768.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost217.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis586.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj540.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis328.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj259.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_5.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_53.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoL06.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj292.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj441.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost83.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj536.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoI19.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/whoJ23.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_165.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3NJM2BJS4W6TNFO1BDKSKMP4RZBPC7,A1VJN1Y35LDNPE,Approved,"Sat Sep 10 13:36:35 PDT 2016","Sat Sep 10 13:37:58 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost54.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_521.png","seqOfTimestamps:1473539851875,1473539863361","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost54.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_521.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3LBXNTKX0RVWYQJPLKKIC9AZNDI9XZ,A1XITM66D8GJDN,Approved,"Sat Sep 10 13:42:05 PDT 2016","Sat Sep 10 13:43:30 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png,seqOfTimestamps:1473540195022,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3NGMS9VZTLIOZEJHOCEOGYW3M6IFF7,A2DTSMP8PKH2WH,Approved,"Sat Sep 10 14:13:32 PDT 2016","Sat Sep 10 14:15:51 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_153.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj9.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis230.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost143.png","seqOfTimestamps:1473542081615,1473542088917,1473542122623,1473542138254","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj9.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_153.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost143.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis230.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3WS1NTTKEYCX2A4RLUV3DR9ZG4TF03,A21FZ2QT1567Q9,Approved,"Sat Sep 10 14:48:16 PDT 2016","Sat Sep 10 14:49:30 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost271.png,seqOfTimestamps:1473544128648,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost271.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3QY5DC2MXRKDIWG7J19N2YX6WTXUFL,A209KW1J7Q9NK9,Approved,"Sat Sep 10 14:57:43 PDT 2016","Sat Sep 10 15:00:43 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB20_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png","seqOfTimestamps:1473544729754,1473544753360,1473544770277,1473544825276","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB20_1.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3V0Z7YWSIY0TUHTV0W4LE1501W22VZ,A2G0H4Q2DRMX8C,Approved,"Sat Sep 10 15:11:48 PDT 2016","Sat Sep 10 15:12:52 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,seqOfTimestamps:1473545555107,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3LWJHTCVCCMLQ39Q2SPISX0HT8SFQ2,AIXIAGX87039O,Approved,"Sat Sep 10 15:20:44 PDT 2016","Sat Sep 10 15:21:24 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost271.png,seqOfTimestamps:1473546076149,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost271.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",30BXRYBRP4XAOWWI9RCON7UGXOMHW6,A14T1V3VSKWZ7W,Approved,"Sat Sep 10 15:58:15 PDT 2016","Sat Sep 10 15:59:16 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_521.png,seqOfTimestamps:1473548334893,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_521.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3YZ8UPK3VTM6FKWXSZJMUSC3ZG6UCB,AGON2ML5JT2OI,Approved,"Sat Sep 10 15:59:03 PDT 2016","Sat Sep 10 16:04:55 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_129.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png","seqOfTimestamps:1473548675303,1473548687136","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_129.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3TOK3KHVJTI5QYH45WZ2F0S0GKS7OL,A1K55Z90VSYU9W,Approved,"Sat Sep 10 16:18:07 PDT 2016","Sat Sep 10 16:20:54 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_165.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost227.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_317.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_48.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost143.png","seqOfTimestamps:1473549528376,1473549536958,1473549541301,1473549543998,1473549568109","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost143.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_317.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_165.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost227.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_48.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3OUYGIZWR7Y9TNTLZXR8PLN3IBI0PV,A34LO0PB1R6RPJ,Approved,"Sat Sep 10 16:28:36 PDT 2016","Sat Sep 10 16:30:15 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_521.png,seqOfTimestamps:1473550202105,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/economist_daily_chart_521.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3SKEMFQBZ35Q0L18H9ZFMJ7M7ZQ8KR,A3VZ5K4RRT6NN8,Approved,"Sat Sep 10 17:18:15 PDT 2016","Sat Sep 10 17:22:16 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis652.png,seqOfTimestamps:1473553305929,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/vis652.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",35L9RVQFCOIXWS7DERXN5J9JC9EUHP,A2DFLKG5RY7KR8,Approved,"Sat Sep 10 17:25:20 PDT 2016","Sat Sep 10 17:25:53 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost217.png,seqOfTimestamps:1473553540184,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost217.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3B837J3LDOWU69TCLREH4MT1ELSRS4,A2POXZ8Y4GSYV4,Approved,"Sat Sep 10 17:33:48 PDT 2016","Sat Sep 10 17:35:44 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost143.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_529.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoJ33.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj259.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png","seqOfTimestamps:1473554065123,1473554071463,1473554097015,1473554104685,1473554108591,1473554132932","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_529.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis652.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost143.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoJ33.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj259.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",37TRT2X24QRERZTX20JDC6XA0GEBJX,A34930YXVQ8SUT,Approved,"Sat Sep 10 17:43:51 PDT 2016","Sat Sep 10 17:50:44 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost83.png,seqOfTimestamps:1473555027649,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost83.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3CFJTT4SXTQVUC6171MXV3WE4B17IY,A3PMEIEXM0QN5X,Approved,"Sat Sep 10 18:05:29 PDT 2016","Sat Sep 10 18:05:56 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png,seqOfTimestamps:1473555972185,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoB22_1.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3MHW492WW0DJ1LXOAEN5TAJY72UVMW,A1E291HVHFA1Y5,Approved,"Sat Sep 10 18:39:25 PDT 2016","Sat Sep 10 18:41:27 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis564.png,seqOfTimestamps:1473558077973,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis564.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3YHH42UU5BFJ22EN75Y184EJD1S0L8,A26ONTAZYS9022,Approved,"Sat Sep 10 18:44:36 PDT 2016","Sat Sep 10 18:45:25 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj474.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost143.png","seqOfTimestamps:1473558296843,1473558322448","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/wsj474.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost143.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",34T446B1C0EQZYKHUS525LOWJSEC04,A3OFS8ID5PGH1U,Approved,"Sat Sep 10 18:59:54 PDT 2016","Sat Sep 10 19:02:55 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost505.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_215.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryI01_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK07_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK12_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png","seqOfTimestamps:1473559213871,1473559232770,1473559282754,1473559307021,1473559345118,1473559351998","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost271.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK07_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost505.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_215.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryI01_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK12_2.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3C5W7UE9CFQB5A2JATONHVGJND3XM2,A3JANTR8L1H4AO,Approved,"Sat Sep 10 19:36:22 PDT 2016","Sat Sep 10 19:42:27 PDT 2016","seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj104.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoJ33.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_45.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_53.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_53.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryA10.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryA10.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryA10.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoN32_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryA10.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_48.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryK01.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj226.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj270.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis586.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryI01_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoN32_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryI01_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryA10.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoJ15_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost54.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK06_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost143.png","seqOfTimestamps:1473561405463,1473561419217,1473561441159,1473561453598,1473561498446,1473561508257,1473561534830,1473561543847,1473561566886,1473561582212,1473561584744,1473561599423,1473561606984,1473561611719,1473561616755,1473561622118,1473561625174,1473561662030,1473561670257,1473561699853,1473561716753,1473561720822,1473561724565,1473561727476","imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis697.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoJ33.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoK06_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost143.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoN32_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_48.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj226.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj270.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryI01_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/wsj104.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_53.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost54.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/whoJ15_2.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryA10.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/economist_daily_chart_45.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/treasuryK01.png,https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/vis586.png",seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",39PAAFCODM0NEGN8JBOHFOEQ1ARVTY,A2R7XPW83JW5Z,Approved,"Sat Sep 10 19:52:01 PDT 2016","Sat Sep 10 19:52:44 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost376.png,seqOfTimestamps:1473562339233,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails0/visMost376.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3S96KQ6I9M41KZNMSQON928J13NTDX,A3CN5ZTDX86G5A,Approved,"Sat Sep 10 19:52:01 PDT 2016","Sat Sep 10 19:54:07 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png,seqOfTimestamps:1473562404149,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost77.png,seqOfAllImages:,
3DFYDSXB2W0Q0E4ACPV6SDTBE1IJUV,"Image Search Task with Caption Provided."," ",3L6L49WXW0XMZ1T3YJ5W3I8Z8N9455,A1IC8J514UZ4BA,Approved,"Sat Sep 10 20:00:07 PDT 2016","Sat Sep 10 20:01:37 PDT 2016",seqOfImageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost376.png,seqOfTimestamps:1473562873163,imageSelections:https://people.csail.mit.edu/zoya/VisThumbnails/thumbnails8/visMost376.png,seqOfAllImages:,
